text,labeled,sentiment
lol maaan-fuck this!! I almost busted my shit like 5 times tryna walk on this damn ice!!,cyberbully,0
burger in each hand? Wut a fat ass!! Lol,not cybercrime,1
"yo I only peeped the last 30mins-and I saw here and THOUGHT it was her but figured ""naaah this bitch looks way broker"" lol yikes",cyberbully,0
Yeah! id do her like my nigga did them white chicks at the club on Knocked Up...I fuck the shit out u old bitch but no clubin,cyberbully,0
yeah she pretty cool but she got moments where i be like ehhhh idk! now id fuck but the ass lick wud depend on the nite,not cybercrime,1
Son i just got finished watchin Big Mommas House...WOW!!! She damn sure can...and she a MILF so thats a bonus,not cybercrime,1
yep ur an uber nerd now,cyberbully,0
and @rapperbigpooh. Was that Sheila easton? Nah...it was that chick that used to fuck with Prince right?,cyberbully,0
Damn fucking skippy. I'm onthe same shit,cyberbully,0
Oldest son just turned 19 months and youngest is 5 weeks old. Damn dude  u look too young to have a 17 year old! :),cyberbully,0
Bill Donahue? Seriously? Ask him why he uses hate speech against gays  women and Jews and maybe I'd listen to his complaints,cyberbully,0
I used to do the shopping but when my wife stopped worked a few years back she took over. It is just damn cold until April,cyberbully,0
I just got done busting my ass for the day. I need Booze!,not cybercrime,1
I nominate @IgortheTroll cuz he's thee Best Damn Troll we gots!! ;)),not cybercrime,1
thats why I hate megavideo.  I'll see if I can get someone to update the episodes with an offshore video hoster.,cyberbully,0
What a cunt!,cyberbully,0
that sucks loxy. I wish there was smtg I could do! Is chury back in cgy as well?,not cybercrime,1
and the arabs pussy count reaches 250 million. There I said it  we're all a bunch of pussies. No offence to the pussies,cyberbully,0
 yeah  its seems like most of the time unexplained highs are related to a bad site or fat delays,cyberbully,0
duh! fat fish and winning the lottery go hand in hand,not cybercrime,1
#NAME?,not cybercrime,1
-politicians should have to pass an ethics exam 2x yearly. I wonder if that's a piss test for them?,cyberbully,0
I think that's another one that I haven't seen that makes me eligible for gay card revocation,not cybercrime,1
LOOOOL TA PHOTO =D !tu as aim&#233; silvester ou pas ? :S jamais bourr&#233; ensemble -_-' mais trop ch&#232;r l&#224;-bas LOL et le GAY MDR ! lieb dich,not cybercrime,1
Alors NERD s'&#233;tait bien ? vous avez du &#234;tre folles pendant lapdance XD &#224; SAMEDIIII &lt;3,cyberbully,0
np you are happy with the service? do you have anything to compare to? I hate 3 not working out of cities. and whirlpool likes exe,not cybercrime,1
lmmfao! Shuddup! Any grown ass man that let's other grownass men call him Timmy is gaaaaay!,not cybercrime,1
both  think I liked the first one better. They both beat Harry Potter though  that damn rubbish.,not cybercrime,1
look im sitting at home twittering my ass off on a friday night. I should know better then anyone  lol,not cybercrime,1
lmao damn right but we aint talkin bout me here,not cybercrime,1
I fuck wit the lows if there dope...but I know y'all got me fam I ain't trippin,cyberbully,0
lol britt just said it look like a big ass pillow fight outside,not cybercrime,1
Wow  that sucks.Merry Christmas to you and your honey (wow  we are both celebrating 'firsts' on that one) -The Bs,not cybercrime,1
Damn skippy. I demand to see you before I leave.  You going to come meet BlendMom?,cyberbully,0
Arsclan would freak on u.  Tower Def. is build series of midieval like towers (upgradable) near a pathway of continual attacks.,cyberbully,0
Some liberal gay atheists or Republican fund raisers should jump on that. ;),not cybercrime,1
what are you gonna stab a bitch with? scissors? knife? spear? sword? cock? pencil? dildo? cattle prod? broken glass?,cyberbully,0
I once let a Delta Chi fuck me in the ass in Raleigh  NC. He took me to Bahama Breeze and that sealed the deal- doesn't take much.,cyberbully,0
"are you sure they weren't looking for my blog w/ ""wine bottle in ass""??",not cybercrime,1
i like to fuck when i tweetup.,cyberbully,0
$10 for water is better than the throat fucking i got for free the last time i was there.,not cybercrime,1
better give @dochobbes the #nerd prize. he's the nicest nerd i know.,not cybercrime,1
dude the ep is sick..Pussy and Tween Me & U are my Jams..,cyberbully,0
LOL I did zackly same thing! BTW thanks for leading me to @ChipEFT Just reqd Born Loser's Guide to Abundance! http://rurl.org/18kr,not cybercrime,1
damn those Jets!  Hears hoping for happier fucks in the future. *blinks*,cyberbully,0
 My pussy is still sadly missing.  *blinks*  Do you think this will affect my popularity.  *evil grin*,cyberbully,0
 *shakes head @ you for calling Kitty a pussy*  He's a BOY  you know! lol,not cybercrime,1
 I work with a very limited bankroll.  When I'm running bad  I HAVE to go for broke.  Now up for the night.  Also  fuck poker.,cyberbully,0
I hate those backgrounds because you can't click on any of those listed links. I find it frustrating.,cyberbully,0
Yes  there is definitely an element of Bush fatigue in all this. Can't wait 'til we can ship his ass back to Texas.,not cybercrime,1
dat bitch left u lol,cyberbully,0
no fucking crazy josh!!!!,cyberbully,0
no!!!! Ahhh he is fucking crazy hes been killing himself since yesterday still nothing!,cyberbully,0
call me emo again and i'll cut myself,cyberbully,0
i hate that i know some french...and the french you used  was the french i know,cyberbully,0
"@Dncr1804 i don't even know what i did or said that was ""emo-esque""",not cybercrime,1
*twitch* I. Hate. You. J/k.,cyberbully,0
oh man that sucks. I'm sorry. Sucks to live with people who are dirty..trust me  I can relate.,cyberbully,0
I felt the same way 3 weeks ago. And then proceeded to watch the whole. damn. thing. lol,not cybercrime,1
Well  you can send me two and get fat on the rest :),not cybercrime,1
you were right  the uv filter that came with that kit sucks. freakin glare spots all over my shots,cyberbully,0
a party bored as fuck. God I need a grown man party,cyberbully,0
it's like gay people using the f word.  somehow  allowed.,not cybercrime,1
Damn that is so unfair. Where is the version of Firefox for white  slightly balding men.,cyberbully,0
Can he seriously help me out or are you taking the piss of him :),cyberbully,0
home now. Misses wont let me drink beer tonight cus I gotta do shit tomorow morning.Sucks.,cyberbully,0
man it sucks dont it.On the plane home yesterday i was in agony with the cabin pressure.My ears still are not right now :(,cyberbully,0
So if lifes a bitch  and sleep is the cousin of death  that whole dam family needs help!!!!!,cyberbully,0
tell them to fuck off  give it a few years  then laugh at how much better you are then them.,not cybercrime,1
depends on your plan. if you pay out the ass for it  no.,cyberbully,0
 That's a very interesting point and one I hadn't heard before. Copper for elec motors? Damn  I love twitter.,not cybercrime,1
agree entirely. I'd hate to see a graph for my twitter input this week.,cyberbully,0
guy walks in to a bar with a duck on his head. The bartender says can I help you. The duck says yeah  get this guy off my ass.,not cybercrime,1
- Nazi and Facist... I could you call you a commie pig  but that's not very gentleman-like #Gaza,not cybercrime,1
I miss being here...wish they had corporations here instead of a damn AQUARIUM! I miss Jimmies hotdogs...that dog food be JUMPIN! LOL,not cybercrime,1
dupa cum vezi  eu mai putin cu excelurile  mai mult cu povestile ;o],not cybercrime,1
I nominate @yiyinglu for a Shorty Award in #design because...he designed the fail whale :-),not cybercrime,1
Lol why do you do this?! I hate your guts :-p,cyberbully,0
But now I really want one  damn you! i hadn't even realised I NEEDED one til you told me they existed!,cyberbully,0
niiice likewise...sure the boricua gave that away. ah yes we boricuas have good taste (Rob Pattinson) hehe damn sexy brits lol,not cybercrime,1
i hate having to wait till jan. for the big game lol tedious i tell ya,cyberbully,0
would be at least 4gb at a guess. I ain't using it ATM  if you don't leech ur ass off you're welcome to lend it,not cybercrime,1
meh. All year round baby. They're actually growing like fuck at the moment  except for the caterpillar incident yesterday.,cyberbully,0
don't hate on ghajini. It was an awesome movie.,not cybercrime,1
If you're hard at work or just leisurely reading  you're not a poser.,cyberbully,0
God Ashley is a bitch  but still  congrats! :),not cybercrime,1
I cry  but then I'm just like that fucking woman is a bitch. God I hate her!!! (Yolanda) I'm getting mad just thinking lol,cyberbully,0
lulz. fat chance!  good news is no bacn from friends adding you :D,not cybercrime,1
"Looks like lobby card for ""Ocean's 21: On the Half-Ass""",not cybercrime,1
Check @ replies from hahlo  twhirl  tweetdeck et. al. they reply to the user not specific ID. Makes following convos. a bitch.,cyberbully,0
unless Adobe gets their head out of their ass Flash will die because mobile will be the dominant platform.,cyberbully,0
Lobsters and ligatures? Are you a Portland-area type nerd  then?,cyberbully,0
 touche (i hate getting SHUT DOWN. I guess that's what I get when I pray for humility.) at least I am a better student t ...,cyberbully,0
So  it seems you are an attn whore.....no comment. ;-),cyberbully,0
posted the fat man version to the beyonce song.,not cybercrime,1
 Bitch  you wish. Keep dreamin... =],cyberbully,0
"ahah! and i'll say exactly what i'd say to him: ""bitch make your own!"" i kid:P",cyberbully,0
lol i think she's a huge bitch BUT she's good at what she does and is entertaining at times :),not cybercrime,1
AH! i was too! I hated that bitch. I want Bob or Sugar to win:),not cybercrime,1
I prefer women to be fat in other places  anyway.  Fat toes and earlobes are so cute.,not cybercrime,1
nigella is a bit of a tease I reckon  imagine how fat you'd be stayin at hers,cyberbully,0
twinface it's ATCQ...your drunk ass can't type lol,not cybercrime,1
there only a few shows i really look forward to seeing.  i hate when they put a reality show on instead with no warning.,cyberbully,0
Compared to Eeyore and that stupid bear and that demented pig? I think he&#8217;s fine.,cyberbully,0
"""See  I had to google """"cloved lemon SCA"""" to figure that out. ",not cybercrime,1
Who owns one - I just fix 'em! Hate it when electricals go to Hades.,cyberbully,0
unnecessary.  pain in the ass.  too much effort.,cyberbully,0
damn ecoterrorists! he shoulda just rented a helicopter  better for the enviroment anyways.,not cybercrime,1
Yeah i'm with ya...I hate to see guys get hurt  but it's a little easier when it's Roth..if only it had been Ward or Polamalu,cyberbully,0
Yeah  especially if they're those big-ass soft pretzels. Those things are the bomb-diggity.,cyberbully,0
just read the archive artile on your old site. love the jones comparison. how much hate mail did you get?,not cybercrime,1
i forgot 2 call in gay 2day too! blast!,cyberbully,0
We miss you back. My Haiku: Famous Dickenson  Exactly Why - I'm not sure. Her poetry sucks.,cyberbully,0
He was just being a dick in H CoT4  his attitude caused wipes  which made him a bigger dick. It was a vicious circle.,cyberbully,0
How you gonna call me a hater? I'm entitled to an opinion and that opinion is SB sucks hog ass. Don't give a f!@k about it,cyberbully,0
heard there were 2do fairies tht come & do ur 2do list if u put a list by the freplce (kinda like leaving cookies 4 the fat guy),not cybercrime,1
i got the 8330 bigger keyboard I got fat thumbs,not cybercrime,1
yo... you should have another show tomorrow cuz we had to record the past two days... damn albums...,cyberbully,0
ok  i can't believe i just told the haters on Momlogic to kiss your million dollar ass.,not cybercrime,1
oh gdnss  jus saw vlog. WOW  I met that fool yrs ago @ MJ restaurant DC.  What a loser!,cyberbully,0
I was trying 2 use it the other day also & had the hardest time. I said fuck it &just called the person. It wasn't working.,cyberbully,0
